id,(Intercept),treatment1b
cbff13b5013921139f28a5115cf9f7a8,3.877895317767072,-12.402847466066484
25e119f38effd7d58bf3442bd40eaf00,-28.197154330806352,16.780441471780783
ee6a011da2550805c6fd434ab053464a,0.1489766928260341,-2.583615608038334
c4dc084b83476f4b2c829da5b52fcb4d,3.8812557713017424,-10.120364509420392
02b4cbe5c2955ab2f66dc82cdf6dad64,-0.5114532529145697,2.522752880760732
7e7deb01f0491d33ecb87427fcbeb1ee,-28.197154330806242,9.969045960765177
7346ee25c4de4df48f80d736342c1c02,-5.069213513112212,22.711403696407167
fb6835364f1d79a14457f24bc50738d0,3.724755931348752,-8.6126674597372
e04265a1b5b74d599d1000ac0f280268,2.754756854126513,-11.654823877221453
67e959ec1398cee2946858ecda5af98b,-28.197154330806285,12.844957967136517
b39f90da9ee92988c2e0f57748c70f4c,5.867664514627021,-13.728057441320995
7da5a08a0f3713731b1ec0bdefe97783,-0.38741539303737105,-7.175662509501619
c1cd0bc45f873697ab9156e7147e8d76,10.713235985987174,-16.248429776836453
a9cdace376f468b22ea7bac7de7e029c,1.0390655570853893,-4.904571930616982
e149acb95b2ccf99ebccc818ef8aac1f,-2.070969086985522,-3.240841331822161
c02e74171a45a7d8308e4581e6b79eab,0.10024211477671265,-10.717436497857918
59dd6d3f3f896c4309537cf26c3597a3,-28.197154330806313,40.96760938797411
d88abff2ed5af388abe3bd71809f70e1,17.638452439397813,-2.42846926638976
2bfdfef3ab9fe4d267c52f8ee5c80ddd,0.627404645837026,-0.18933862920059305
89fa0981707da59c8cede9f5d70afe62,7.584590094206077,-14.482961882342808
f86222ce0aa7c48d5994451baf572b60,-28.197154330806182,12.811985063239613
b7d6cf3f7467ca45087ca083796a0af0,-28.197154330806338,47.824362015773836
d69464b2275c7c4514b5858d01db39b8,18.46379342954541,-19.53574949325042
3421464bea79a54e7eef62009457230b,34.97531408335342,-28.103907533457257
8b91e5b1c412877f96a4a342ab6dc680,-2.484681147586798,5.709106245734315
1304d0f9dc2397bbf02e61577a2f5adc,1.4492808735428586,-5.471032676094327
1f8747026500ce37ab66b935d9b1b53e,58.01989902498759,-38.788752534468216
38c27ceaed634984c1225a82648cf571,2.13429437431292,3.1617432017522242
266d3c050f6688d15024f3c36c9328d8,0.9999062902416503,-5.221580132676549
b39be459cc96689db8cd6b00a0d86e8e,-0.6724690237945821,4.424282024227477
87e503bff5c5886e5938a97aa0afb1d5,2.174858903297537,-8.511234683316655
615d65be0a5ba4f62e9d7aa1bffb4277,7.584590094206077,-14.482961882342808
3ebe761bfb1238c87195d431f41bf976,18.463793429545383,10.948473029103043
fc3f584449d707e80bd4aa0efcd65508,-28.19715433080636,7.393685697593477
54c05a1e59ddd42bd97a0a8f522bf591,-2.23041227233973,-4.353284547402995
906a06fc904a9a11c50b0a100467961b,-1.377935402397695,-6.14461204519176
aeda648ef1ccaf013a70453eee0caf8a,28.89204749470246,0.001241641368392008
da13eb51a23731d1542076afd2a4882d,-28.197154330806292,32.69801902193305
b230be8a10f78f48e504b8dc5cfa7afb,1.4529043700448707,-5.832446250828341
ec03d66fcea8850ab39fe2bce3814f30,13.118558849971588,-18.58584957370801
