index,Bacteria;;,Bacteria;Omnitrophota;Koll11,Bacteria;Acidobacteriota;Mor1,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Methylomirabilota;Methylomirabilia,Bacteria;Gemmatimonadota;Gemmatimonadetes,Bacteria;Patescibacteria;ABY1,Bacteria;Desulfobacterota;GWC2-55-46,Bacteria;Omnitrophota;Omnitrophia,Bacteria;Desulfobacterota_E;MBNT15,Bacteria;Patescibacteria;Paceibacteria,Bacteria;Nitrospirota;Thermodesulfovibrionia,Bacteria;Patescibacteria;Gracilibacteria,Bacteria;Patescibacteria;,Bacteria;Firmicutes;Bacilli,Bacteria;Margulisbacteria;WOR-1
2,0.1712707182320442,0.13286331702537962,0.007366482504604052,0.978892671342027,0.014590347923681257,0.04175580234512094,0.0423572744014733,0.004489337822671156,0.06261510128913443,0.014732965009208104,0.049723756906077346,0.02578268876611418,0.06813996316758747,0.22741224398682963,0.06998158379373849,0.027624309392265192,0.02356902356902357,0.03683241252302026
a,0.1292834890965732,0.031152647975077878,0.0264797507788162,0.24454828660436137,0.0,0.00778816199376947,0.028037383177570093,0.0,0.059190031152647975,0.010903426791277258,0.03894080996884735,0.012461059190031152,0.07165109034267912,0.21495327102803738,0.07009345794392523,0.014018691588785047,0.0,0.040498442367601244
