index,Bacteria;;;;,Bacteria;Omnitrophota;Koll11;GIF10;UBA6249,Bacteria;Acidobacteriota;Mor1;Gp22-AA2;Gp22-AA2,Bacteria;Proteobacteria;Gammaproteobacteria;;,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;NS-4,Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;CSP1-6,Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;,Bacteria;Patescibacteria;ABY1;BM507;UBA12075,Bacteria;Desulfobacterota;GWC2-55-46;GWC2-55-46;GWC2-55-46,Bacteria;Omnitrophota;Omnitrophia;Omnitrophales;01-FULL-45-10b,Bacteria;Desulfobacterota_E;MBNT15;MBNT15;MBNT15,Bacteria;Omnitrophota;Koll11;2-01-FULL-45-10;2-01-FULL-45-10,Bacteria;Patescibacteria;Paceibacteria;UBA10092;UBA10092,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;,Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;UBA1546,Bacteria;Patescibacteria;Paceibacteria;UBA9983;JACROR01,Bacteria;Patescibacteria;Paceibacteria;UBA9983;UBA9983,Bacteria;Patescibacteria;Gracilibacteria;Peribacterales;Peribacteraceae,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae,Bacteria;Patescibacteria;;;,Bacteria;Nitrospirota;Thermodesulfovibrionia;UBA6902;UBA6902,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae,Bacteria;Patescibacteria;ABY1;;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae,Bacteria;Omnitrophota;Koll11;UBA6215;UBA6215,Bacteria;Patescibacteria;ABY1;SG8-24;,Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Sulfurifustaceae,Bacteria;Firmicutes;Bacilli;;,Bacteria;Omnitrophota;Koll11;2-02-FULL-51-18;2-02-FULL-51-18,Bacteria;Margulisbacteria;WOR-1;O2-12-FULL-45-9;XYB2-FULL-48-7
b,0.008287292817679558,0.13838817890383268,0.0,0.0,0.35852695152879316,0.021496425271747555,0.0656968704850841,0.0,0.012776630640350714,0.0,0.0,0.0,0.0,0.0,0.0,0.062329867118080744,0.010101010101010102,0.0,0.0,0.0,0.39668012227864896,0.0,0.0,0.20925956929640172,0.6167460361751338,0.0,0.022359878713469873,0.0,0.0,0.023395402769251755,0.05395576390051528,0.0,0.0
a,0.30055420732861743,0.0,0.03384623328342025,0.04673757766647734,0.037383177570093455,0.0,0.016996265124524536,0.0703946575790434,0.0,0.04419028932376379,0.02563639180048536,0.08866456687492469,0.03824374795614533,0.017280253351921654,0.026910035971842137,0.0,0.03441420973821449,0.05537770434243817,0.0575033131959863,0.14007504173766372,0.06373384279100187,0.04164300098105024,0.3978502951756424,0.12178792103406137,0.03130755064456722,0.05537770434243817,0.0,0.01826990929588131,0.022237138775580454,0.09645272886869416,0.0,0.039801380354899225,0.0773308548906215
