# Constructed from biom file
#OTU ID	sampleID_1	sampleID_1a	sampleID_2	sampleID_2a
cbff13b5013921139f28a5115cf9f7a8	0.0	0.020257826887661142	0.0	0.017133956386292833
25e119f38effd7d58bf3442bd40eaf00	0.049723756906077346	0.0	0.08866442199775533	0.0
ee6a011da2550805c6fd434ab053464a	0.0	0.007366482504604052	0.0	0.0264797507788162
c4dc084b83476f4b2c829da5b52fcb4d	0.0	0.020257826887661142	0.0	0.0264797507788162
02b4cbe5c2955ab2f66dc82cdf6dad64	0.052486187845303865	0.0	0.030303030303030304	0.037383177570093455
7e7deb01f0491d33ecb87427fcbeb1ee	0.006906077348066298	0.0	0.014590347923681257	0.0
7346ee25c4de4df48f80d736342c1c02	0.03314917127071823	0.009208103130755065	0.03254769921436588	0.00778816199376947
fb6835364f1d79a14457f24bc50738d0	0.0	0.034990791896869246	0.0	0.021806853582554516
e04265a1b5b74d599d1000ac0f280268	0.0	0.01841620626151013	0.0	0.01557632398753894
67e959ec1398cee2946858ecda5af98b	0.008287292817679558	0.0	0.004489337822671156	0.0
b39f90da9ee92988c2e0f57748c70f4c	0.0	0.02394106813996317	0.0	0.020249221183800622
7da5a08a0f3713731b1ec0bdefe97783	0.0	0.014732965009208104	0.0	0.010903426791277258
c1cd0bc45f873697ab9156e7147e8d76	0.0	0.049723756906077346	0.0	0.03894080996884735
a9cdace376f468b22ea7bac7de7e029c	0.0	0.02578268876611418	0.0	0.012461059190031152
e149acb95b2ccf99ebccc818ef8aac1f	0.0	0.011049723756906077	0.0	0.006230529595015576
c02e74171a45a7d8308e4581e6b79eab	0.0	0.01289134438305709	0.0	0.014018691588785047
59dd6d3f3f896c4309537cf26c3597a3	0.03314917127071823	0.0	0.029180695847362513	0.0
d88abff2ed5af388abe3bd71809f70e1	0.008287292817679558	0.09392265193370165	0.0	0.07476635514018691
2bfdfef3ab9fe4d267c52f8ee5c80ddd	0.0	0.011049723756906077	0.010101010101010102	0.02336448598130841
89fa0981707da59c8cede9f5d70afe62	0.0	0.02578268876611418	0.0	0.029595015576323987
f86222ce0aa7c48d5994451baf572b60	0.017955801104972375	0.0	0.03479236812570146	0.0
b7d6cf3f7467ca45087ca083796a0af0	0.11187845303867404	0.0	0.1111111111111111	0.0
d69464b2275c7c4514b5858d01db39b8	0.0	0.029465930018416207	0.0	0.028037383177570093
3421464bea79a54e7eef62009457230b	0.0	0.06998158379373849	0.0	0.07009345794392523
8b91e5b1c412877f96a4a342ab6dc680	0.024861878453038673	0.0	0.031425364758698095	0.006230529595015576
1304d0f9dc2397bbf02e61577a2f5adc	0.0	0.027624309392265192	0.0	0.014018691588785047
1f8747026500ce37ab66b935d9b1b53e	0.0	0.20626151012891344	0.0	0.19158878504672897
38c27ceaed634984c1225a82648cf571	0.1464088397790055	0.022099447513812154	0.06285072951739619	0.09968847352024922
266d3c050f6688d15024f3c36c9328d8	0.0	0.02394106813996317	0.0	0.012461059190031152
b39be459cc96689db8cd6b00a0d86e8e	0.23066298342541436	0.03130755064456722	0.38608305274971944	0.0
87e503bff5c5886e5938a97aa0afb1d5	0.0	0.022099447513812154	0.0	0.01557632398753894
615d65be0a5ba4f62e9d7aa1bffb4277	0.0	0.02578268876611418	0.0	0.029595015576323987
3ebe761bfb1238c87195d431f41bf976	0.2292817679558011	0.029465930018416207	0.1111111111111111	0.028037383177570093
fc3f584449d707e80bd4aa0efcd65508	0.0055248618784530384	0.0	0.016835016835016835	0.0
54c05a1e59ddd42bd97a0a8f522bf591	0.0	0.007366482504604052	0.0	0.010903426791277258
906a06fc904a9a11c50b0a100467961b	0.0	0.01289134438305709	0.0	0.009345794392523364
aeda648ef1ccaf013a70453eee0caf8a	0.011049723756906077	0.049723756906077346	0.012345679012345678	0.04672897196261682
da13eb51a23731d1542076afd2a4882d	0.03038674033149171	0.0	0.02356902356902357	0.0
b230be8a10f78f48e504b8dc5cfa7afb	0.0	0.02578268876611418	0.0	0.014018691588785047
ec03d66fcea8850ab39fe2bce3814f30	0.0	0.03683241252302026	0.0	0.040498442367601244
